answer,confidence,evidence,abstained,latency_s,input_tokens,output_tokens,cost_usd,tool_calls,tool_names,tool_results,permission_denials,num_turns,files_opened,k,model,retrieved,error,run_id,seed,qid,channel,difficulty,locale,arm,mode,repeat,correct,judged_by,judge_reason,answered,answered_decoy,has_decoy,textual_refusal
抜粋からは明細合計の値を確定できない,0.05,"['quotes/QT-4436_quotation.xlsx:サマリ!B2', 'quotes/QT-4436_quotation.xlsx:明細!D5:D20（D21以降D296までは抜粋に含まれず）']",True,13.777173999995284,3590,395,0.0046716,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4436_quotation.xlsx::シート サマリ', 'quotes/QT-4436_quotation.xlsx::シート 明細 (1)', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-08,formula,2,ja,classical,abstain_ok,1,False,exact,,False,False,False,False
32595200,0.95,['quotes/QT-3345_quotation.xlsx:サマリ!B5'],False,12.131084900000133,3118,64,0.0012672,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3345_quotation.xlsx::シート サマリ', 'quotes/QT-3345_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-09,formula,3,ja,classical,abstain_ok,1,False,exact,,True,True,True,False
118148000,0.9,"[""quotes/QT-3956_quotation.xlsx:サマリ!B2 (=SUM('明細'!D5:D16))"", 'quotes/QT-3956_quotation.xlsx:明細!B5:D16']",False,18.733409699998447,3322,1449,0.015158,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3956_quotation.xlsx::シート サマリ', 'quotes/QT-3956_quotation.xlsx::シート 明細', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-10,formula,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
抜粋の情報だけでは算出不可（明細D5:D249の全行データが揃っていない）,0.05,"[""quotes/QT-3200_quotation.xlsx:シート サマリ B2 =SUM('明細'!D5:D249)"", 'quotes/QT-3200_quotation.xlsx:シート 明細 (1)〜(18)（249行中一部のみ抜粋）']",True,12.89406980000058,5569,330,0.0044174,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート 明細 (1)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (18)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (2)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (7)', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8322_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-11,formula,2,ja,classical,abstain_ok,1,False,exact,,False,False,False,False
"抜粋間に矛盾があり確定できない（サマリのキャッシュ値は税込41,781,300円だが、明細シートは『改訂第2版で数量見直し済み』とあり、明細の数量×単価を実際に合計すると39,728,000円となりサマリの明細合計37,983,000円と一致しない）",0.15,"['quotes/QT-2178_quotation.xlsx:サマリ!B5', 'quotes/QT-2178_quotation.xlsx:サマリ!B2', 'quotes/QT-2178_quotation.xlsx:明細!A2（改訂: 第2版（明細の数量を見直し済み）', 'quotes/QT-2178_quotation.xlsx:明細!B5:D12']",True,39.75959619999776,3137,3287,0.033500999999999996,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート 明細', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-7074_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-12,formula,3,ja,classical,abstain_ok,1,False,exact,,False,False,True,False
木村 隆,0.98,['projects/PRJ-1269_overview.docx:4. 体制および連絡先'],False,12.266017000001739,2085,67,0.0010906000000000002,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::案件概要書（案件コード: PRJ-1269）', 'projects/PRJ-1269_overview.docx::1. 案件概要', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-01,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
大阪支社,0.95,['projects/PRJ-1455_overview.docx:2. 作業範囲'],False,12.71656780000194,2156,65,0.0010848,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1455_overview.docx::案件概要書（案件コード: PRJ-1455）', 'projects/PRJ-1455_overview.docx::2. 作業範囲', 'projects/PRJ-1455_overview.docx::1. 案件概要', 'projects/PRJ-2012_overview.docx::2. 作業範囲', 'projects/PRJ-1418_overview.docx::2. 作業範囲', 'projects/PRJ-5004_overview.docx::2. 作業範囲', 'projects/PRJ-5065_overview.docx::2. 作業範囲', 'projects/PRJ-6190_overview.docx::2. 作業範囲']",,p0-seed42-ja,42,text-02,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
情報システム部,1.0,['projects/PRJ-2978_overview.docx:4. 体制および連絡先'],False,12.468450100001064,2024,67,0.0010784,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2978_overview.docx::案件概要書（案件コード: PRJ-2978）', 'projects/PRJ-2978_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-03,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
加藤 玲奈,0.98,['projects/PRJ-1418_overview.docx:4. 体制および連絡先'],False,12.278124500000558,2080,70,0.0011196,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1418_overview.docx::4. 体制および連絡先', 'projects/PRJ-5707_overview.docx::4. 体制および連絡先', 'projects/PRJ-5021_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-6208_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-04,text,2,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
2027-10-22,1.0,['projects/PRJ-2515_overview.docx:3. 実施スケジュール'],False,11.98979749999853,2097,68,0.001103,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2515_overview.docx::3. 実施スケジュール', 'projects/PRJ-2515_overview.docx::案件概要書（案件コード: PRJ-2515）', 'projects/PRJ-2978_overview.docx::3. 実施スケジュール', 'projects/PRJ-1418_overview.docx::3. 実施スケジュール', 'projects/PRJ-5004_overview.docx::3. 実施スケジュール', 'projects/PRJ-2012_overview.docx::3. 実施スケジュール', 'projects/PRJ-5707_overview.docx::3. 実施スケジュール', 'projects/PRJ-1630_overview.docx::3. 実施スケジュール']",,p0-seed42-ja,42,text-05,text,2,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
経営企画部,0.95,['projects/PRJ-1130_overview.docx:5. 特記事項'],False,11.784040099999402,2038,64,0.0010512,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1130_overview.docx::5. 特記事項', 'projects/PRJ-1130_overview.docx::4. 体制および連絡先', 'projects/PRJ-1130_overview.docx::案件概要書（案件コード: PRJ-1130）', 'projects/PRJ-5021_overview.docx::5. 特記事項', 'projects/PRJ-2098_overview.docx::5. 特記事項', 'projects/PRJ-2281_overview.docx::5. 特記事項', 'projects/PRJ-6927_overview.docx::5. 特記事項', 'projects/PRJ-2012_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-06,text,3,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
中村 さくら,0.95,['projects/PRJ-2012_overview.docx:4. 体制および連絡先'],False,12.40190349999466,2089,68,0.0011014,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2012_overview.docx::4. 体制および連絡先', 'projects/PRJ-2012_overview.docx::1. 案件概要', 'projects/PRJ-2012_overview.docx::案件概要書（案件コード: PRJ-2012）', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-07,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
神戸事業所,0.95,['projects/PRJ-2281_overview.docx:2. 作業範囲'],False,12.407126999998582,2158,66,0.0010952,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2281_overview.docx::案件概要書（案件コード: PRJ-2281）', 'projects/PRJ-2281_overview.docx::1. 案件概要', 'projects/PRJ-2012_overview.docx::2. 作業範囲', 'projects/PRJ-2281_overview.docx::2. 作業範囲', 'projects/PRJ-5004_overview.docx::2. 作業範囲', 'projects/PRJ-1455_overview.docx::2. 作業範囲', 'projects/PRJ-5065_overview.docx::2. 作業範囲', 'projects/PRJ-1418_overview.docx::2. 作業範囲']",,p0-seed42-ja,42,text-08,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
設備保全部,1.0,['projects/PRJ-2098_overview.docx:4. 体制および連絡先'],False,12.07345759999589,2022,67,0.001078,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2098_overview.docx::案件概要書（案件コード: PRJ-2098）', 'projects/PRJ-2098_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-09,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
木村 隆,1.0,['projects/PRJ-3304_overview.docx:4. 体制および連絡先'],False,12.250270500000624,2075,67,0.0010886000000000001,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-3304_overview.docx::4. 体制および連絡先', 'projects/PRJ-5707_overview.docx::4. 体制および連絡先', 'projects/PRJ-5021_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-8232_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-10,text,2,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
2027-08-02,1.0,['projects/PRJ-3168_overview.docx:3. 実施スケジュール'],False,11.818496299994877,2139,68,0.0011114,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-3168_overview.docx::3. 実施スケジュール', 'projects/PRJ-5289_overview.docx::3. 実施スケジュール', 'projects/PRJ-6148_overview.docx::3. 実施スケジュール', 'projects/PRJ-1630_overview.docx::3. 実施スケジュール', 'projects/PRJ-2012_overview.docx::3. 実施スケジュール', 'projects/PRJ-5439_overview.docx::3. 実施スケジュール', 'projects/PRJ-5869_overview.docx::3. 実施スケジュール', 'projects/PRJ-1269_overview.docx::3. 実施スケジュール']",,p0-seed42-ja,42,text-11,text,2,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
情報システム部,0.95,['projects/PRJ-1630_overview.docx:5. 特記事項'],False,12.178399899996293,2038,64,0.0010512,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1630_overview.docx::4. 体制および連絡先', 'projects/PRJ-1630_overview.docx::5. 特記事項', 'projects/PRJ-5021_overview.docx::5. 特記事項', 'projects/PRJ-1630_overview.docx::案件概要書（案件コード: PRJ-1630）', 'projects/PRJ-2098_overview.docx::5. 特記事項', 'projects/PRJ-1130_overview.docx::5. 特記事項', 'projects/PRJ-2281_overview.docx::5. 特記事項', 'projects/PRJ-6927_overview.docx::5. 特記事項']",,p0-seed42-ja,42,text-12,text,3,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
"78,605,000円",0.95,"[""quotes/QT-1641_quotation.xlsx:サマリ!B2(=SUM('明細'!D5:D16))"", 'quotes/QT-1641_quotation.xlsx:明細!B5:D16']",False,13.029628699994646,3320,560,0.006267599999999999,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-1641_quotation.xlsx::シート サマリ', 'quotes/QT-1641_quotation.xlsx::シート 明細', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-01,formula,1,ja,classical,abstain_ok,2,True,exact,,True,False,False,False
抜粋からは算出不可（明細合計はSUM数式のみで実値が示されておらず、明細シートも一部行しか抜粋されていないため計算できない）,0.0,"['quotes/QT-2757_quotation.xlsx:シート サマリ B2', 'quotes/QT-2757_quotation.xlsx:シート 明細 (1)', 'quotes/QT-2757_quotation.xlsx:シート 明細 (20)']",True,14.51500130000204,4224,361,0.0044584,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2757_quotation.xlsx::シート サマリ', 'quotes/QT-2757_quotation.xlsx::シート 明細 (1)', 'quotes/QT-2757_quotation.xlsx::シート 明細 (20)', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-02,formula,2,ja,classical,abstain_ok,2,False,exact,,False,False,False,False
28981700,0.65,"['quotes/QT-4352_quotation.xlsx:明細!A2(改訂第4版・数量見直し済み)', 'quotes/QT-4352_quotation.xlsx:明細!D5:D13(実際の数量×単価から再計算した合計=26,347,000)', 'quotes/QT-4352_quotation.xlsx:サマリ!B2,B4(税率10%を逆算し26,347,000に適用)']",False,72.47953309999866,3151,6208,0.0627138,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-03,formula,3,ja,classical,abstain_ok,2,True,exact,,True,False,True,False
39302000,0.9,"['quotes/QT-2159_quotation.xlsx:サマリ!B2', 'quotes/QT-2159_quotation.xlsx:明細!D5:D15']",False,13.924651699999231,3316,464,0.0053067999999999995,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート 明細', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-7192_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-04,formula,1,ja,classical,abstain_ok,2,True,exact,,True,False,False,False
,0.0,['quotes/QT-1572_quotation.xlsx:サマリ!B2'],True,12.113795899997058,4253,203,0.0028842,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート 明細 (1)', 'quotes/QT-1572_quotation.xlsx::シート 明細 (16)', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-05,formula,2,ja,classical,abstain_ok,2,False,exact,,False,False,False,False
75322500,0.95,['quotes/QT-4752_quotation.xlsx:サマリ!B5'],False,12.267524499999126,3274,64,0.0012984,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7074_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-06,formula,3,ja,classical,abstain_ok,2,False,exact,,True,True,True,False
48407000,0.95,"['quotes/QT-3936_quotation.xlsx:サマリ!B2', 'quotes/QT-3936_quotation.xlsx:明細!D5:D14']",False,13.366828199999873,3205,551,0.006154599999999999,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート 明細', 'quotes/QT-3956_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-5736_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-9936_quotation.xlsx::シート サマリ', 'quotes/QT-8935_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-07,formula,1,ja,classical,abstain_ok,2,True,exact,,True,False,False,False
,0.0,['quotes/QT-4436_quotation.xlsx:サマリ!B2'],True,12.0670214999991,3590,216,0.0028816000000000002,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-4436_quotation.xlsx::シート サマリ', 'quotes/QT-4436_quotation.xlsx::シート 明細 (1)', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-08,formula,2,ja,classical,abstain_ok,2,False,exact,,False,False,False,False
32595200,0.95,['quotes/QT-3345_quotation.xlsx:サマリ!B5'],False,12.238035399997898,3118,64,0.0012672,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3345_quotation.xlsx::シート サマリ', 'quotes/QT-3345_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-09,formula,3,ja,classical,abstain_ok,2,False,exact,,True,True,True,False
"118,148,000円",0.9,"[""quotes/QT-3956_quotation.xlsx:サマリ!B2 (=SUM('明細'!D5:D16))"", 'quotes/QT-3956_quotation.xlsx:明細!B5:C16（数量・単価、改訂第1版反映）']",False,16.12801760000002,3322,1081,0.011478,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3956_quotation.xlsx::シート サマリ', 'quotes/QT-3956_quotation.xlsx::シート 明細', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-10,formula,1,ja,classical,abstain_ok,2,True,exact,,True,False,False,False
抜粋からは計算不可（明細合計はD5:D249の合計だが、全行のデータが与えられていないため数値を算出できない）,0.0,['quotes/QT-3200_quotation.xlsx:サマリ!B2'],True,14.050521600001957,5569,276,0.0038774,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート 明細 (1)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (18)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (2)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (7)', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8322_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-11,formula,2,ja,classical,abstain_ok,2,False,exact,,False,False,False,False
41781300,0.4,"['quotes/QT-2178_quotation.xlsx:サマリ!B5', 'quotes/QT-2178_quotation.xlsx:明細!A2（改訂第2版・数量見直し済みの注記あり、明細合計37983000とサマリB2の値は一致するが、明細行D5:D12を実際に再計算すると39728000となりB2と不一致）']",False,75.68146120000165,3137,6043,0.061061,0,[],0,0,1,[],8,claude-sonnet-5,"['quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート 明細', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-7074_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-12,formula,3,ja,classical,abstain_ok,2,False,exact,,True,True,True,False
木村 隆,1.0,['projects/PRJ-1269_overview.docx:4. 体制および連絡先'],False,12.455045900002006,2085,67,0.0010906000000000002,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::案件概要書（案件コード: PRJ-1269）', 'projects/PRJ-1269_overview.docx::1. 案件概要', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-01,text,1,ja,classical,abstain_ok,2,True,exact,,True,False,False,False
大阪支社構内,0.95,['projects/PRJ-1455_overview.docx:2. 作業範囲'],False,12.576862499998242,2156,67,0.0011048,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1455_overview.docx::案件概要書（案件コード: PRJ-1455）', 'projects/PRJ-1455_overview.docx::2. 作業範囲', 'projects/PRJ-1455_overview.docx::1. 案件概要', 'projects/PRJ-2012_overview.docx::2. 作業範囲', 'projects/PRJ-1418_overview.docx::2. 作業範囲', 'projects/PRJ-5004_overview.docx::2. 作業範囲', 'projects/PRJ-5065_overview.docx::2. 作業範囲', 'projects/PRJ-6190_overview.docx::2. 作業範囲']",,p0-seed42-ja,42,text-02,text,1,ja,classical,abstain_ok,2,True,judge,大阪支社の敷地内で同一意味,True,False,False,False
情報システム部,0.98,['projects/PRJ-2978_overview.docx:4. 体制および連絡先'],False,11.994921800003794,2024,67,0.0010784,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2978_overview.docx::案件概要書（案件コード: PRJ-2978）', 'projects/PRJ-2978_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-03,text,1,ja,classical,abstain_ok,2,True,exact,,True,False,False,False
加藤 玲奈,0.98,['projects/PRJ-1418_overview.docx:4. 体制および連絡先'],False,12.226494400005322,2080,70,0.0011196,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-1418_overview.docx::4. 体制および連絡先', 'projects/PRJ-5707_overview.docx::4. 体制および連絡先', 'projects/PRJ-5021_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-6208_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-04,text,2,ja,classical,abstain_ok,2,True,exact,,True,False,False,False
2027-10-22,1.0,['projects/PRJ-2515_overview.docx:3. 実施スケジュール'],False,12.262111399999412,2097,68,0.001103,0,[],0,0,1,[],8,claude-sonnet-5,"['projects/PRJ-2515_overview.docx::3. 実施スケジュール', 'projects/PRJ-2515_overview.docx::案件概要書（案件コード: PRJ-2515）', 'projects/PRJ-2978_overview.docx::3. 実施スケジュール', 'projects/PRJ-1418_overview.docx::3. 実施スケジュール', 'projects/PRJ-5004_overview.docx::3. 実施スケジュール', 'projects/PRJ-2012_overview.docx::3. 実施スケジュール', 'projects/PRJ-5707_overview.docx::3. 実施スケジュール', 'projects/PRJ-1630_overview.docx::3. 実施スケジュール']",,p0-seed42-ja,42,text-05,text,2,ja,classical,abstain_ok,2,True,exact,,True,False,False,False
